NAME,GEOID,state_name,"Auto/Retail Debt Delinquency Rate, All","Auto/Retail Debt Delinquency Rate, Communities of Color","Auto/Retail Debt Delinquency Rate, Majority White Communities","Share of Subprime Consumers with Auto/Retail Delinquencies, All","Share of Near-Prime Consumers with Auto/Retail Delinquencies, All","Share of Prime Consumers with Auto/Retail Delinquencies, All","Share with Open Auto Debt, All","Share with Open Auto Debt, Communities of Color","Share with Open Auto Debt, Majority White Communities","Share with Open Auto/Retail Debt, All","Share with Open Auto/Retail Debt, Communities of Color","Share with Open Auto/Retail Debt, Majority White Communities","% population in rural areas, 2010 (Census)",poc_pct,"Average household income, 2019 (ACS)","Average non-white household income, 2019 (ACS)","Average white, non-Hispanic household income, 2019 (ACS)"
"Pawnee County, Oklahoma",40117,Oklahoma,0.0243902,n/a**,0.0245098,n/a*,0,0,0.3285124,n/a**,0.3271222,0.4173554,n/a**,0.4161491,0.8113048,0.2333658,61953,57773,62952
"Payne County, Oklahoma",40119,Oklahoma,0.0509804,n/a**,0.0514512,0.2275449,0.006993,0,0.2772768,n/a**,0.2791017,0.3385933,n/a**,0.3409716,0.3373368,0.2307401,57813,34647,64062
"Pittsburg County, Oklahoma",40121,Oklahoma,0.0639432,n/a**,0.0613383,0.2408759,0.015748,0,0.3195635,n/a**,0.3168558,0.4325799,n/a**,0.4294976,0.5191658,0.305441,62746,55099,65250
"Pontotoc County, Oklahoma",40123,Oklahoma,0.0436433,n/a**,0.0447471,0.2156863,0.0102041,0,0.3593109,n/a**,0.3665814,0.4282199,n/a**,0.4339301,0.535901,0.3460305,67130,54609,72332
"Pottawatomie County, Oklahoma",40125,Oklahoma,0.0613497,n/a**,0.0607621,0.2332016,0.0055866,0,0.3409581,n/a**,0.3441331,0.4130341,n/a**,0.4163748,0.5067106,0.281188,69393,49061,74227
"Pushmataha County, Oklahoma",40127,Oklahoma,0.0598291,n/a**,0.0603448,n/a*,n/a*,0,0.3120805,n/a**,0.3129252,0.385906,n/a**,0.3877551,1,0.2900791,54865,51922,55809
"Roger Mills County, Oklahoma",40129,Oklahoma,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.2173913,n/a**,0.2125,0.2956522,n/a**,0.2875,1,0.1638942,79732,51831,82616
"Rogers County, Oklahoma",40131,Oklahoma,0.038493,n/a*,0.0376884,0.1971831,0.0163934,0,0.3378145,n/a*,0.340804,0.4164081,n/a*,0.4201352,0.5029515,0.2884197,83199,71622,86615
"Seminole County, Oklahoma",40133,Oklahoma,0.0649351,n/a**,0.0880829,0.225,0.0135135,0.0064935,0.3621934,n/a**,0.3516484,0.4329004,n/a**,0.4087912,0.646731,0.3557104,52767,50929,53465
"Sequoyah County, Oklahoma",40135,Oklahoma,0.0693431,n/a*,0.0764463,0.2769231,0.0173913,0,0.3115657,n/a*,0.315168,0.4217152,n/a*,0.4287012,0.6662499,0.3754106,52371,52809,52178
"Stephens County, Oklahoma",40137,Oklahoma,0.0645724,n/a**,0.0633803,0.2463768,0,0.006192,0.331484,n/a**,0.3333333,0.3925104,n/a**,0.3945148,0.433249,0.1985245,63675,57759,64709
"Texas County, Oklahoma",40139,Oklahoma,0.0506329,0.0666667,0.0119048,n/a*,0.0153846,0,0.2961083,0.2727273,0.3435898,0.394247,0.3818182,0.425641,0.4506783,0.5603461,60808,55848,64571
"Tillman County, Oklahoma",40141,Oklahoma,0.1294118,n/a**,n/a*,n/a*,n/a*,n/a*,0.3366834,n/a**,n/a*,0.4020101,n/a**,n/a*,0.5121371,0.4083367,56552,44760,62063
"Tulsa County, Oklahoma",40143,Oklahoma,0.0466364,0.1065469,0.0342734,0.2161804,0.0079365,0.0002286,0.2849582,0.2058307,0.3075111,0.3394452,0.2648402,0.3613451,0.0477939,0.389665,84293,63286,94642
"Wagoner County, Oklahoma",40145,Oklahoma,0.0317604,n/a*,0.028891,0.1712707,0.0102041,0.0013812,0.3705482,n/a*,0.3713462,0.4373749,n/a*,0.438452,0.374687,0.2946155,83348,79407,84605
"Washington County, Oklahoma",40147,Oklahoma,0.0592105,n/a**,0.0607639,0.2651515,0,0.0026882,0.2989064,n/a**,0.2984025,0.36452,n/a**,0.3629393,0.2388183,0.2720965,75769,67938,77874
"Washita County, Oklahoma",40149,Oklahoma,0.0631579,n/a**,0.0645161,n/a*,n/a*,0,0.2550336,n/a**,0.2534246,0.3120805,n/a**,0.3116438,0.7526873,0.1662361,65675,47996,67877
"Woods County, Oklahoma",40151,Oklahoma,0,n/a**,0,n/a*,n/a*,0,0.3253968,n/a**,0.3253968,0.3690476,n/a**,0.3690476,0.3669745,0.1707398,68430,53300,69875
"Woodward County, Oklahoma",40153,Oklahoma,0.045045,n/a**,0.0384615,n/a*,0.0181818,0,0.2996689,n/a**,0.3064516,0.3642384,n/a**,0.3691756,0.4350879,0.2015728,77153,56968,79901
"Baker County, Oregon",41001,Oregon,0.0102564,n/a**,0.0102564,n/a*,n/a*,0.0071429,0.2807018,n/a**,0.2807018,0.3421053,n/a**,0.3421053,0.4100657,0.0961358,63855,69644,63514
"Benton County, Oregon",41003,Oregon,0.013245,n/a**,0.0133333,n/a*,0,0,0.1968266,n/a**,0.1976345,0.2281829,n/a**,0.2289203,0.1876395,0.1978333,88001,65632,92024
"Clackamas County, Oregon",41005,Oregon,0.0154567,n/a**,0.015544,0.1568123,0.0063091,0.000308,0.2748895,n/a**,0.2753401,0.3239061,n/a**,0.3246753,0.1807858,0.1893985,106184,107970,105903
"Clatsop County, Oregon",41007,Oregon,0.0177384,n/a**,0.0177384,0.1454545,0,0,0.2998501,n/a**,0.2998501,0.3350825,n/a**,0.3350825,0.3897243,0.1448008,69890,61829,70696
"Columbia County, Oregon",41009,Oregon,0.0141243,n/a**,0.0141243,0.1204819,0,0,0.3210227,n/a**,0.3210227,0.4005682,n/a**,0.4005682,0.4361208,0.1147835,80855,64284,82444
"Coos County, Oregon",41011,Oregon,0.0146082,n/a**,0.0146082,0.1149425,0.0082645,0,0.2847318,n/a**,0.285124,0.343879,n/a**,0.3443526,0.3835319,0.1474421,62178,53409,63235
"Crook County, Oregon",41013,Oregon,0.0163934,n/a**,0.0164384,n/a*,0,0,0.3292411,n/a**,0.3288591,0.4084821,n/a**,0.4082774,0.4801697,0.1179871,64440,47563,66033
"Curry County, Oregon",41015,Oregon,0.0152672,n/a**,0.015625,n/a*,n/a*,0,0.2377702,n/a**,0.2366589,0.2969283,n/a**,0.2958237,0.3873189,0.1374834,62649,58829,63178
"Deschutes County, Oregon",41017,Oregon,0.0130143,n/a**,0.0142646,0.1213389,0.0059347,0,0.3017294,n/a**,0.3105023,0.3598301,n/a**,0.369863,0.2764355,0.1348714,91480,64907,93954
"Douglas County, Oregon",41019,Oregon,0.020979,n/a**,0.0203795,0.1555556,0.0078431,0,0.3013627,n/a**,0.3011319,0.3713312,n/a**,0.3714135,0.4117789,0.1216343,63462,66116,63197
"Gilliam County, Oregon",41021,Oregon,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.3103448,n/a**,0.3103448,0.3965517,n/a**,0.3965517,1,0.1203408,57569,50435,58166
"Grant County, Oregon",41023,Oregon,0.0266667,n/a**,0.0266667,n/a*,n/a*,0,0.2703863,n/a**,0.2703863,0.3175966,n/a**,0.3175966,1,0.0854083,58025,49356,58714
"Harney County, Oregon",41025,Oregon,0.0229885,n/a**,0.0240964,n/a*,n/a*,0,0.2791667,n/a**,0.2715517,0.3583333,n/a**,0.3534483,0.4434115,0.1296271,59279,38099,61390
"Hood River County, Oregon",41027,Oregon,0.0139535,n/a**,0.0163934,n/a*,n/a*,0,0.2595308,n/a**,0.2687609,0.3123167,n/a**,0.3158813,0.5217488,0.3627472,89693,93304,88700
"Jackson County, Oregon",41029,Oregon,0.0158793,n/a**,0.0158793,0.125,0.0024038,0.0005559,0.2916495,n/a**,0.2916895,0.3436172,n/a**,0.3436643,0.2005256,0.1991138,73949,66444,75108
"Jefferson County, Oregon",41031,Oregon,0.0350318,n/a*,0.0251799,0.1929825,0,0,0.3156597,0.4177215,0.3036936,0.3847102,0.4303797,0.378933,0.6312155,0.3959419,67220,57018,71241
"Josephine County, Oregon",41033,Oregon,0.0228175,n/a**,0.0221998,0.1615385,0.005814,0.0014164,0.2837884,n/a**,0.2857635,0.3377149,n/a**,0.3398828,0.4496391,0.1309898,63233,51816,64499
"Klamath County, Oregon",41035,Oregon,0.0234375,n/a**,0.0238636,0.1324503,0.0064516,0,0.3324664,n/a**,0.3314235,0.3862159,n/a**,0.3856324,0.375806,0.2214551,68806,57759,71232
"Lake County, Oregon",41037,Oregon,0.0217391,n/a**,0.0217391,n/a*,n/a*,0,0.3064516,n/a**,0.3064516,0.3709677,n/a**,0.3709677,0.6333122,0.1555442,54245,44180,55287
"Lane County, Oregon",41039,Oregon,0.0190074,n/a**,0.0188179,0.1416838,0.0032154,0.0003733,0.2615308,n/a**,0.2620022,0.3129727,n/a**,0.3132671,0.17523,0.1875744,77180,70123,78339
"Lincoln County, Oregon",41041,Oregon,0.0085616,n/a**,0.0085616,0.0877193,0,0,0.2871462,n/a**,0.2871462,0.34375,n/a**,0.34375,0.3758961,0.1753558,61968,57114,62600
"Linn County, Oregon",41043,Oregon,0.0163043,n/a**,0.0163711,0.1166667,0.0078431,0.0009643,0.2976893,n/a**,0.2975309,0.3601278,n/a**,0.3602469,0.3163827,0.1508621,74582,71088,75057
"Malheur County, Oregon",41045,Oregon,0.0507463,n/a**,0.0632911,0.2575758,0,0,0.3228438,n/a**,0.3451777,0.3822844,n/a**,0.3908629,0.4841759,0.3886952,56286,49902,59165
"Marion County, Oregon",41047,Oregon,0.0191657,0.02,0.0176768,0.1453362,0,0,0.2951399,0.3796296,0.3035103,0.3462936,0.4537037,0.3540954,0.1309369,0.355226,78396,72316,80190
"Morrow County, Oregon",41049,Oregon,0,n/a**,0,n/a*,n/a*,0,0.3581267,n/a**,0.3451327,0.4297521,n/a**,0.4513274,0.4586951,0.407414,67972,60464,71483
"Multnomah County, Oregon",41051,Oregon,0.0216291,n/a**,0.0170421,0.1625,0.0070423,0,0.2201735,n/a**,0.2196157,0.2612467,n/a**,0.2595319,0.0134225,0.3114467,99033,78922,105844
"Polk County, Oregon",41053,Oregon,0.0209372,n/a**,0.0192113,0.16,0.006135,0,0.312637,n/a**,0.3137765,0.3652301,n/a**,0.3661344,0.1992626,0.2191794,87386,78523,88983
"Sherman County, Oregon",41055,Oregon,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.4285714,n/a**,0.4285714,0.4920635,n/a**,0.4920635,1,0.1065773,67208,37288,68943
"Tillamook County, Oregon",41057,Oregon,0.0260586,n/a**,0.0264026,n/a*,n/a*,0,0.2797753,n/a**,0.2777778,0.341573,n/a**,0.3401361,0.6960396,0.1565425,64604,54205,65649
"Umatilla County, Oregon",41059,Oregon,0.0214133,n/a**,0.0199203,0.1583333,0.0054645,0,0.3590544,n/a**,0.3677898,0.4130241,n/a**,0.4260423,0.2906614,0.3579859,75934,72608,77181
"Union County, Oregon",41061,Oregon,0.0302198,n/a**,0.0302198,n/a*,n/a*,0,0.3473326,n/a**,0.3473326,0.4074915,n/a**,0.4074915,0.4209647,0.112845,67736,60431,68411
"Wallowa County, Oregon",41063,Oregon,0,n/a**,0,n/a*,n/a*,0,0.2731093,n/a**,0.2731093,0.3151261,n/a**,0.3151261,1,0.0706739,66631,57923,67085
"Wasco County, Oregon",41065,Oregon,0.0276817,n/a**,0.0276817,n/a*,n/a*,0,0.2933333,n/a**,0.2933333,0.3466667,n/a**,0.3466667,0.3306628,0.2544202,68193,70074,67809
"Washington County, Oregon",41067,Oregon,0.0187456,n/a**,0.016624,0.1731092,0.0046674,0,0.2679078,n/a**,0.2703435,0.3106028,n/a**,0.3102734,0.0559004,0.3555217,109231,108351,109567
"Wheeler County, Oregon",41069,Oregon,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,0.1272085,48248,63407,46822
"Yamhill County, Oregon",41071,Oregon,0.0185349,n/a**,0.0179754,0.1449275,0.0055866,0,0.3016688,n/a**,0.2964092,0.3626444,n/a**,0.3570461,0.2260341,0.2340803,84219,78234,85452
"Adams County, Pennsylvania",42001,Pennsylvania,0.0208488,n/a**,0.0209738,0.1485714,0.0046948,0.0010471,0.3659615,n/a**,0.3661793,0.4224818,n/a**,0.4227591,0.5367578,0.1099346,84262,89578,83913
"Allegheny County, Pennsylvania",42003,Pennsylvania,0.0264914,0.0848485,0.0214108,0.1651625,0.0104214,0.0006628,0.3434123,0.2520548,0.3480793,0.3839166,0.2968037,0.3863726,0.0248629,0.2202945,91448,66769,97264
"Armstrong County, Pennsylvania",42005,Pennsylvania,0.0271186,n/a**,0.0271493,0.1735537,0.0142857,0.0016026,0.4190938,n/a**,0.4192328,0.4746494,n/a**,0.4748784,0.6748669,0.02918,68661,53420,69085
"Beaver County, Pennsylvania",42007,Pennsylvania,0.0303819,n/a**,0.0303819,0.2035928,0.0053763,0,0.3739372,n/a**,0.3739372,0.4231054,n/a**,0.4231054,0.2582752,0.1052806,75836,49222,78396
"Bedford County, Pennsylvania",42009,Pennsylvania,0.0234604,n/a**,0.0234604,0.1573034,0.02,0,0.3414043,n/a**,0.3414043,0.4116223,n/a**,0.4116223,0.8379486,0.0328941,62121,46657,62466
"Berks County, Pennsylvania",42011,Pennsylvania,0.0285598,0.0900621,0.018151,0.1605563,0.016129,0,0.3235632,0.2118681,0.3475762,0.373897,0.2769231,0.3944242,0.2373603,0.2973355,84720,61882,91359
"Blair County, Pennsylvania",42013,Pennsylvania,0.0309539,n/a**,0.0310127,0.188755,0.0075758,0,0.3508493,n/a**,0.352,0.4179936,n/a**,0.4192,0.2343082,0.0542884,69143,57182,69749
"Bradford County, Pennsylvania",42015,Pennsylvania,0.0302376,n/a**,0.0302703,0.1805556,0.0062112,0.0016103,0.3695128,n/a**,0.3699226,0.4442836,n/a**,0.4448743,0.7217432,0.0430753,68533,52058,69060
"Bucks County, Pennsylvania",42017,Pennsylvania,0.015517,n/a**,0.0154673,0.1425,0.0043668,0,0.3344783,n/a**,0.335168,0.3697934,n/a**,0.3704335,0.088296,0.167767,120851,115031,121760
"Butler County, Pennsylvania",42019,Pennsylvania,0.0158965,n/a**,0.0159141,0.1568628,0.005988,0.0004726,0.39063,n/a**,0.3911917,0.4355412,n/a**,0.4360428,0.4196408,0.05305,95378,88692,95688
"Cambria County, Pennsylvania",42021,Pennsylvania,0.0263897,n/a**,0.0265237,0.1546763,0.0167364,0,0.3740157,n/a**,0.3741025,0.4362697,n/a**,0.4367418,0.3200607,0.0729274,63805,30695,65702
"Cameron County, Pennsylvania",42023,Pennsylvania,0.0483871,n/a**,0.0483871,n/a*,n/a*,n/a*,0.3225806,n/a**,0.3225806,0.4,n/a**,0.4,0.4735497,0.0427239,51091,22199,52276
"Carbon County, Pennsylvania",42025,Pennsylvania,0.0261959,n/a**,0.0262857,0.1564626,0,0,0.360515,n/a**,0.3604206,0.4177396,n/a**,0.417304,0.4716241,0.0829903,82287,54848,84371
"Centre County, Pennsylvania",42027,Pennsylvania,0.0155039,n/a**,0.0155697,0.1428571,0.0062112,0.0008945,0.2899637,n/a**,0.2909976,0.3429262,n/a**,0.3435523,0.3221768,0.1456286,82780,65091,84969
"Chester County, Pennsylvania",42029,Pennsylvania,0.0160096,n/a*,0.0150429,0.1609848,0.0104634,0.0002168,0.3246642,n/a*,0.3248519,0.3553334,n/a*,0.3555971,0.1327658,0.2144578,144892,126827,148520
"Clarion County, Pennsylvania",42031,Pennsylvania,0.0349908,n/a**,0.0353817,0.2368421,0.0142857,0,0.3904282,n/a**,0.3896435,0.4542401,n/a**,0.4541596,0.7656047,0.0403203,60001,65630,59885
"Clearfield County, Pennsylvania",42033,Pennsylvania,0.0330062,n/a**,0.0324324,0.2337662,0.0057471,0,0.4115385,n/a**,0.4107759,0.4764957,n/a**,0.4758621,0.5384973,0.0698678,57924,108698,56562
"Clinton County, Pennsylvania",42035,Pennsylvania,0.028169,n/a**,0.028169,0.1866667,0,0,0.3577386,n/a**,0.3580705,0.4569045,n/a**,0.4573284,0.456904,0.0483104,64851,61348,64951
"Columbia County, Pennsylvania",42037,Pennsylvania,0.0209877,n/a**,0.0209877,0.137931,0.0081967,0,0.3316353,n/a**,0.3316353,0.4095772,n/a**,0.4095772,0.4085147,0.0678993,70858,102263,69962
"Crawford County, Pennsylvania",42039,Pennsylvania,0.0278846,n/a**,0.0279115,0.18,0.0127389,0,0.3559187,n/a**,0.3556619,0.4117178,n/a**,0.4114833,0.6370078,0.0520282,63237,82206,62675
"Cumberland County, Pennsylvania",42041,Pennsylvania,0.0238544,n/a**,0.0238619,0.1751825,0.0044543,0.0008598,0.3475723,n/a**,0.3480045,0.3935179,n/a**,0.3938829,0.2217785,0.1562379,95404,98811,94966
"Dauphin County, Pennsylvania",42043,Pennsylvania,0.033065,0.088968,0.0196188,0.1749599,0.0082237,0,0.3377983,0.2282958,0.3598632,0.388226,0.2915327,0.4050171,0.1332339,0.3554738,80460,61063,88316
"Delaware County, Pennsylvania",42045,Pennsylvania,0.033818,0.0811018,0.0206671,0.1809091,0.0127796,0.0004664,0.3156377,0.2605564,0.3316066,0.3554952,0.3199205,0.3654655,0.0046388,0.3447058,110612,79709,123723
"Elk County, Pennsylvania",42047,Pennsylvania,0.0354167,n/a**,0.0356394,0.2711864,0,0.0027548,0.417495,n/a**,0.4165834,0.4751491,n/a**,0.4745255,0.556752,0.0265326,65911,40613,66540
"Erie County, Pennsylvania",42049,Pennsylvania,0.0321534,n/a**,0.0286683,0.180531,0.0092251,0.000876,0.3539149,n/a**,0.3629601,0.406839,n/a**,0.4137489,0.2001953,0.1614552,68095,41557,72021
"Fayette County, Pennsylvania",42051,Pennsylvania,0.043628,n/a*,0.0439053,0.2005348,0,0.0009328,0.3626048,n/a*,0.3641575,0.4255057,n/a*,0.4272183,0.478976,0.0823978,68078,66430,68181
"Forest County, Pennsylvania",42053,Pennsylvania,0.0441176,n/a**,n/a*,n/a*,n/a*,0.0196078,0.4109589,n/a**,0.3636364,0.4657534,n/a**,0.4444444,1,0.3300971,48275,23547,48479
"Franklin County, Pennsylvania",42055,Pennsylvania,0.0204394,n/a**,0.0205656,0.1152542,0.0144509,0.0007599,0.3367539,n/a**,0.3359293,0.408377,n/a**,0.4079141,0.403521,0.1191914,76869,58017,78835
"Fulton County, Pennsylvania",42057,Pennsylvania,0.0352423,n/a**,0.0352423,n/a*,n/a*,0,0.3358349,n/a**,0.3358349,0.4221388,n/a**,0.4221388,1,0.0396388,64334,48725,64793
"Greene County, Pennsylvania",42059,Pennsylvania,0.056962,n/a**,0.056962,0.2072072,0.020202,0.0075758,0.3889943,n/a**,0.3889943,0.4459203,n/a**,0.4459203,0.6683297,0.065853,70662,89062,70093
"Huntingdon County, Pennsylvania",42061,Pennsylvania,0.0222222,n/a**,0.0222635,0.1351351,0,0.0052493,0.3731976,n/a**,0.3732993,0.4580153,n/a**,0.4583333,0.6866247,0.0946461,64102,58219,64315
"Indiana County, Pennsylvania",42063,Pennsylvania,0.031339,n/a**,0.0313688,0.2105263,0.0057803,0,0.3591407,n/a**,0.3596099,0.4231861,n/a**,0.4238115,0.6006976,0.0608477,69974,85778,69177
"Jefferson County, Pennsylvania",42065,Pennsylvania,0.0347551,n/a**,0.0348653,0.2820513,0,0,0.3888081,n/a**,0.3889293,0.4563954,n/a**,0.4559359,0.6146018,0.0284176,60150,44058,60440
"Juniata County, Pennsylvania",42067,Pennsylvania,0.0226244,n/a**,0.0226244,n/a*,n/a*,0,0.3105802,n/a**,0.3111111,0.3771331,n/a**,0.3777778,0.8225361,0.0580328,67641,52712,68172
"Lackawanna County, Pennsylvania",42069,Pennsylvania,0.0261799,n/a**,0.0258589,0.1582734,0.0093023,0.0005362,0.3546856,n/a**,0.3555589,0.4005041,n/a**,0.401399,0.1630549,0.1623807,73211,59753,74981
"Lancaster County, Pennsylvania",42071,Pennsylvania,0.0301921,n/a**,0.0260102,0.1870027,0.022619,0.0010336,0.294378,n/a**,0.3000561,0.3388183,n/a**,0.3435169,0.2125711,0.1874317,88819,61335,93568
"Lawrence County, Pennsylvania",42073,Pennsylvania,0.0353144,n/a**,0.0354671,0.1959799,0.0115607,0,0.3621795,n/a**,0.3629524,0.412037,n/a**,0.4127553,0.4031808,0.0802057,68125,47304,69235
"Lebanon County, Pennsylvania",42075,Pennsylvania,0.0247191,n/a**,0.0247748,0.1428571,0.0136519,0,0.3469341,n/a**,0.3466545,0.4050604,n/a**,0.404887,0.2655576,0.1901998,75913,59611,79188
"Lehigh County, Pennsylvania",42077,Pennsylvania,0.0398568,0.1041667,0.0227596,0.2115637,0.0071225,0.0003667,0.3209498,0.2622582,0.3350288,0.3648471,0.3175888,0.3754517,0.0792568,0.3785193,86780,59123,99233
"Luzerne County, Pennsylvania",42079,Pennsylvania,0.0298285,n/a*,0.0276436,0.1591549,0.0088889,0.0003791,0.3379337,n/a*,0.3471362,0.3942232,n/a*,0.4029997,0.1998486,0.2076606,68764,56123,70752
"Lycoming County, Pennsylvania",42081,Pennsylvania,0.0273598,n/a**,0.0270083,0.1643836,0.0122449,0.001002,0.311967,n/a**,0.312779,0.4,n/a**,0.4006696,0.362765,0.0937112,71332,81385,70676
"McKean County, Pennsylvania",42083,Pennsylvania,0.0381944,n/a**,0.0363636,0.2183908,0.0277778,0,0.3879518,n/a**,0.3839733,0.4610442,n/a**,0.4582638,0.635374,0.06524,64783,102464,64055
"Mercer County, Pennsylvania",42085,Pennsylvania,0.0378682,n/a**,0.0320233,0.2311111,0.0093897,0,0.3649826,n/a**,0.3666566,0.4105691,n/a**,0.4119601,0.4448893,0.0982084,67630,45800,69632
"Mifflin County, Pennsylvania",42087,Pennsylvania,0.0417362,n/a**,0.041806,0.2474227,0.0108696,0,0.3387097,n/a**,0.3394062,0.3991936,n/a**,0.400135,0.5046699,0.0412093,62711,50781,62989
"Monroe County, Pennsylvania",42089,Pennsylvania,0.039929,0.0627451,0.033637,0.2018562,0.0075949,0,0.3698292,0.4227006,0.3690898,0.4239089,0.4911937,0.4193262,0.3835388,0.3554275,84254,84496,84144
"Montgomery County, Pennsylvania",42091,Pennsylvania,0.0179223,0.0457831,0.0165695,0.1611279,0.0065041,0.0005424,0.3254124,0.3002502,0.3272187,0.3599834,0.3444537,0.3601471,0.0293371,0.2501676,127054,105918,132538
"Montour County, Pennsylvania",42093,Pennsylvania,0.0082305,n/a**,0.0082305,n/a*,n/a*,0,0.3250415,n/a**,0.3250415,0.4029851,n/a**,0.4029851,0.5376909,0.0866422,82546,115199,79823
"Northampton County, Pennsylvania",42095,Pennsylvania,0.0319448,n/a*,0.0294599,0.1872,0.0063291,0.001506,0.3491392,n/a*,0.3546873,0.3917246,n/a*,0.3981229,0.127684,0.2485677,93381,82589,95829
"Northumberland County, Pennsylvania",42097,Pennsylvania,0.0274823,n/a**,0.0274823,0.1463415,0.0053763,0,0.3362541,n/a**,0.3362541,0.4092734,n/a**,0.4092734,0.3486057,0.0751626,60685,47449,61355
"Perry County, Pennsylvania",42099,Pennsylvania,0.0241158,n/a**,0.0241158,0.1494253,0.0192308,0,0.3691046,n/a**,0.3691046,0.4224197,n/a**,0.4224197,0.8849877,0.0467939,76779,82342,76623
"Philadelphia County, Pennsylvania",42101,Pennsylvania,0.0616572,0.0852735,0.0320781,0.2228261,0.0123457,0.0011148,0.2331593,0.2170405,0.2655455,0.2899451,0.2824861,0.3067701,0,0.6583932,72748,54929,100322
"Pike County, Pennsylvania",42103,Pennsylvania,0.019656,n/a*,0.0150602,0.1346154,0.0140845,0,0.3665298,n/a*,0.3595297,0.4168378,n/a*,0.4108911,0.7076121,0.1957694,84629,83115,84907
"Potter County, Pennsylvania",42105,Pennsylvania,0.0619835,n/a**,0.0619835,n/a*,n/a*,0.0055556,0.3651685,n/a**,0.3651685,0.4438202,n/a**,0.4438202,1,0.035047,58265,59305,58241
"Schuylkill County, Pennsylvania",42107,Pennsylvania,0.0283574,n/a**,0.0283574,0.1650485,0.0030581,0.000811,0.3622242,n/a**,0.3622242,0.4176047,n/a**,0.4176047,0.3646123,0.0900164,68557,89369,67831
"Snyder County, Pennsylvania",42109,Pennsylvania,0.0286396,n/a**,0.0242131,0.1846154,0,0,0.3149171,n/a**,0.3140727,0.3830571,n/a**,0.3830382,0.6682031,0.0491564,72603,135016,71214
"Somerset County, Pennsylvania",42111,Pennsylvania,0.0178236,n/a**,0.0179076,0.1333333,0.0065359,0,0.4084939,n/a**,0.4077329,0.4654115,n/a**,0.4648506,0.7080214,0.0573553,62567,78427,62381
"Sullivan County, Pennsylvania",42113,Pennsylvania,0,n/a**,0,n/a*,n/a*,n/a*,0.3733333,n/a**,0.3733333,0.4266667,n/a**,0.4266667,1,0.0492258,64416,39352,64723
"Susquehanna County, Pennsylvania",42115,Pennsylvania,0.0233393,n/a**,0.0233393,0.1764706,0.0098039,0,0.373354,n/a**,0.373354,0.4298993,n/a**,0.4298993,0.8402989,0.0373932,73572,77190,73471
"Tioga County, Pennsylvania",42117,Pennsylvania,0.031746,n/a**,0.031746,0.2028985,0.0111111,0.0028986,0.3607979,n/a**,0.3607979,0.4336514,n/a**,0.4336514,0.9010981,0.0391755,63500,52416,63808
"Union County, Pennsylvania",42119,Pennsylvania,0.0227273,n/a**,0.018617,n/a*,n/a*,0,0.3012939,n/a**,0.3007737,0.3650647,n/a**,0.3626693,0.4281487,0.157323,79496,62453,80351
"Venango County, Pennsylvania",42121,Pennsylvania,0.0325203,n/a**,0.0325203,0.2051282,0,0,0.3929693,n/a**,0.3929693,0.4607658,n/a**,0.4607658,0.5475593,0.0419352,63012,57615,63155
"Warren County, Pennsylvania",42123,Pennsylvania,0.0265655,n/a**,0.0265655,0.1971831,0,0,0.3823529,n/a**,0.3823529,0.4394958,n/a**,0.4394958,0.5504245,0.0323222,64294,142001,62964
"Washington County, Pennsylvania",42125,Pennsylvania,0.0263586,n/a**,0.0264016,0.1674107,0.0089286,0.0009187,0.4061944,n/a**,0.406352,0.4536159,n/a**,0.4535471,0.3082475,0.0781808,88498,68027,89786
"Wayne County, Pennsylvania",42127,Pennsylvania,0.0236088,n/a**,0.0236088,0.1756757,0.0133333,0,0.3417462,n/a**,0.3417462,0.4010914,n/a**,0.4010914,0.8809398,0.095076,70356,71277,70316
"Westmoreland County, Pennsylvania",42129,Pennsylvania,0.022499,n/a**,0.0225579,0.1482059,0.0182841,0.0011031,0.3854258,n/a**,0.3856854,0.4352063,n/a**,0.4352496,0.253636,0.0653341,77715,65347,78382
"Wyoming County, Pennsylvania",42131,Pennsylvania,0.0165563,n/a**,0.0165563,n/a*,n/a*,0,0.3337838,n/a**,0.3337838,0.4067568,n/a**,0.4067568,0.8345593,0.0439858,72339,72250,72341
"York County, Pennsylvania",42133,Pennsylvania,0.0274987,0.1060606,0.0256688,0.1690307,0.0121413,0.0002551,0.3519216,0.1981818,0.3583173,0.4004404,0.2381818,0.4071249,0.2472044,0.1754339,85972,65750,88861
"Bristol County, Rhode Island",44001,Rhode Island,0.0176125,n/a**,0.0176125,n/a*,0,0,0.3048201,n/a**,0.3048201,0.3448744,n/a**,0.3448744,0.0114286,0.08576,117245,108369,117804
"Kent County, Rhode Island",44003,Rhode Island,0.0170068,n/a**,0.0170068,0.1148148,0.0098039,0.0006748,0.3402005,n/a**,0.340643,0.3810319,n/a**,0.3815276,0.0798637,0.1324045,92956,109146,91056
"Newport County, Rhode Island",44005,Rhode Island,0.0187845,n/a**,0.0187845,0.1666667,0.0166667,0,0.3084005,n/a**,0.3086372,0.3448408,n/a**,0.3451056,0.1209222,0.1423292,120476,71909,127499
